Date,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
2001-11-16,21.94079,17.598431,18.738214000000003,11.496611,20.311386,19.66258,15.235585,19.788185000000002,15.878866
2001-11-19,22.668062,17.646407999999997,18.693781,11.731416000000001,20.662254,19.839859,15.39589,20.200939,15.839820999999999
2001-11-20,22.39023,17.625841,19.382576,11.66496,20.662254,19.573948,15.333164000000002,19.634399,15.873289999999999
2001-11-21,22.177767000000003,17.851988000000002,19.130751,11.563061,20.459536,19.610879999999998,15.228627,19.440174,15.756160999999999
2001-11-23,22.431084,17.906817999999998,19.308510000000002,11.740273,20.545303,19.847248,15.521339999999999,19.739628,15.739429000000001
2001-11-26,22.610861,17.920523,18.990029999999997,11.802299,20.810406,19.943266,15.333164000000002,20.079538,15.756160999999999
2001-11-27,22.202282,17.721785,19.004845,11.828880999999999,20.740226999999997,19.810316,15.451645999999998,20.014789999999998,15.544217999999999
2001-11-28,22.063357999999997,17.509342,18.560458999999998,11.474457000000001,20.420545999999998,19.500076,15.298310999999998,19.383512,15.337852999999999
2001-11-29,22.218622,17.845142000000003,18.878939000000003,11.598506,20.467329,19.610879999999998,15.291348000000001,19.901489,15.332284
2001-11-30,22.39023,17.817722,18.78265,11.478886,20.553099,19.573948,15.486494,19.861017,15.265348999999999
2001-12-03,22.063357999999997,17.810876999999998,19.034473000000002,11.319395,20.568687,19.404062,15.110134,19.577751,15.293234
2001-12-04,22.553656,17.817722,19.301104000000002,11.474457000000001,20.833792000000003,19.640423000000002,15.402849,20.192848,15.466133
2001-12-05,23.22373,17.653263,19.701048,11.633948,21.558918,20.061453,15.751339000000002,21.164042000000002,15.577689999999999
2001-12-06,22.962234,17.612137,19.115945999999997,11.784577,21.636896,20.305197,15.786191,21.107389,15.432668
2001-12-07,22.970415,17.694372,19.241851999999998,11.704830000000001,21.512135999999998,20.083607,15.451645999999998,20.718916,15.449407
2001-12-10,22.668062,17.351728,18.975224,11.518761,21.020917999999998,19.773378,15.186805999999999,20.265684,15.343426000000001
2001-12-11,22.5128,17.166695,18.664156,11.585218,21.16906,19.684738,15.305284,20.411366,15.09803
2001-12-12,22.553656,17.200962,18.70859,11.540914,21.075504000000002,19.780773,15.186805999999999,20.492296,15.265348999999999
2001-12-13,22.300341,17.029638000000002,18.404936,11.359273,20.623274,19.640423000000002,14.824382,19.763901,15.248612
2001-12-14,22.480112,16.961105,18.590086,11.297245,20.584286,19.440996,14.775592999999999,19.844831,15.142648000000001
